Job_Title,Skills,skill_entities,job_entities,relationships
Mechanical Engineer,"Mechanical Engineering, SOLIDWORKS, Computer-Aided Design (CAD), Design Engineering, Design for Manufacturing, Geometric Dimensioning & Tolerancing, Finite Element Analysis (FEA), 3D Printing, Siemens NX, AutoCAD","[('Mechanical Engineering', 'Skill'), ('SOLIDWORKS', 'Skill'), ('Computer-Aided Design (CAD)', 'Skill'), ('Design Engineering', 'Skill'), ('Design for Manufacturing', 'Skill'), ('Geometric Dimensioning & Tolerancing', 'Skill'), ('Finite Element Analysis (FEA)', 'Skill'), ('3D Printing', 'Skill'), ('Siemens NX', 'Skill'), ('AutoCAD', 'Skill')]","[('Mechanical Engineer', 'Job')]","[{'from_type': 'Job', 'from_id': 'Mechanical Engineer', 'to_type': 'Skill', 'to_id': 'Mechanical Engineering', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Mechanical Engineer', 'to_type': 'Skill', 'to_id': 'SOLIDWORKS', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Mechanical Engineer', 'to_type': 'Skill', 'to_id': 'Computer-Aided Design (CAD)', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Mechanical Engineer', 'to_type': 'Skill', 'to_id': 'Design Engineering', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Mechanical Engineer', 'to_type': 'Skill', 'to_id': 'Design for Manufacturing', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Mechanical Engineer', 'to_type': 'Skill', 'to_id': 'Geometric Dimensioning & Tolerancing', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Mechanical Engineer', 'to_type': 'Skill', 'to_id': 'Finite Element Analysis (FEA)', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Mechanical Engineer', 'to_type': 'Skill', 'to_id': '3D Printing', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Mechanical Engineer', 'to_type': 'Skill', 'to_id': 'Siemens NX', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Mechanical Engineer', 'to_type': 'Skill', 'to_id': 'AutoCAD', 'type': 'REQUIRES'}]"
Mechanical Engineering Specialist,"SOLIDWORKS, 3D Printing, MATLAB, Autodesk Inventor, AutoCAD, Computer-Aided Design (CAD), Mechanical Engineering, Siemens NX, Geometric Dimensioning & Tolerancing, Revit","[('SOLIDWORKS', 'Skill'), ('3D Printing', 'Skill'), ('MATLAB', 'Skill'), ('Autodesk Inventor', 'Skill'), ('AutoCAD', 'Skill'), ('Computer-Aided Design (CAD)', 'Skill'), ('Mechanical Engineering', 'Skill'), ('Siemens NX', 'Skill'), ('Geometric Dimensioning & Tolerancing', 'Skill'), ('Revit', 'Skill')]","[('Mechanical Engineering Specialist', 'Job')]","[{'from_type': 'Job', 'from_id': 'Mechanical Engineering Specialist', 'to_type': 'Skill', 'to_id': 'SOLIDWORKS', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Mechanical Engineering Specialist', 'to_type': 'Skill', 'to_id': '3D Printing', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Mechanical Engineering Specialist', 'to_type': 'Skill', 'to_id': 'MATLAB', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Mechanical Engineering Specialist', 'to_type': 'Skill', 'to_id': 'Autodesk Inventor', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Mechanical Engineering Specialist', 'to_type': 'Skill', 'to_id': 'AutoCAD', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Mechanical Engineering Specialist', 'to_type': 'Skill', 'to_id': 'Computer-Aided Design (CAD)', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Mechanical Engineering Specialist', 'to_type': 'Skill', 'to_id': 'Mechanical Engineering', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Mechanical Engineering Specialist', 'to_type': 'Skill', 'to_id': 'Siemens NX', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Mechanical Engineering Specialist', 'to_type': 'Skill', 'to_id': 'Geometric Dimensioning & Tolerancing', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Mechanical Engineering Specialist', 'to_type': 'Skill', 'to_id': 'Revit', 'type': 'REQUIRES'}]"
Media Specialist,"Social Media, Video Production, Video Editing, Adobe Premiere Pro, Social Media Marketing, Photography, Videography, Graphic Design, Digital Media, Adobe Photoshop","[('Social Media', 'Skill'), ('Video Production', 'Skill'), ('Video Editing', 'Skill'), ('Adobe Premiere Pro', 'Skill'), ('Social Media Marketing', 'Skill'), ('Photography', 'Skill'), ('Videography', 'Skill'), ('Graphic Design', 'Skill'), ('Digital Media', 'Skill'), ('Adobe Photoshop', 'Skill')]","[('Media Specialist', 'Job')]","[{'from_type': 'Job', 'from_id': 'Media Specialist', 'to_type': 'Skill', 'to_id': 'Social Media', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Media Specialist', 'to_type': 'Skill', 'to_id': 'Video Production', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Media Specialist', 'to_type': 'Skill', 'to_id': 'Video Editing', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Media Specialist', 'to_type': 'Skill', 'to_id': 'Adobe Premiere Pro', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Media Specialist', 'to_type': 'Skill', 'to_id': 'Social Media Marketing', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Media Specialist', 'to_type': 'Skill', 'to_id': 'Photography', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Media Specialist', 'to_type': 'Skill', 'to_id': 'Videography', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Media Specialist', 'to_type': 'Skill', 'to_id': 'Graphic Design', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Media Specialist', 'to_type': 'Skill', 'to_id': 'Digital Media', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Media Specialist', 'to_type': 'Skill', 'to_id': 'Adobe Photoshop', 'type': 'REQUIRES'}]"
Medical Assistant,"Medical Assisting, Patient Care, Phlebotomy, Vital Signs, Medical Terminology, Electronic Medical Records (EMR), Electrocardiography (EKG), Medical Records, Injections, Medical Office","[('Medical Assisting', 'Skill'), ('Patient Care', 'Skill'), ('Phlebotomy', 'Skill'), ('Vital Signs', 'Skill'), ('Medical Terminology', 'Skill'), ('Electronic Medical Records (EMR)', 'Skill'), ('Electrocardiography (EKG)', 'Skill'), ('Medical Records', 'Skill'), ('Injections', 'Skill'), ('Medical Office', 'Skill')]","[('Medical Assistant', 'Job')]","[{'from_type': 'Job', 'from_id': 'Medical Assistant', 'to_type': 'Skill', 'to_id': 'Medical Assisting', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Medical Assistant', 'to_type': 'Skill', 'to_id': 'Patient Care', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Medical Assistant', 'to_type': 'Skill', 'to_id': 'Phlebotomy', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Medical Assistant', 'to_type': 'Skill', 'to_id': 'Vital Signs', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Medical Assistant', 'to_type': 'Skill', 'to_id': 'Medical Terminology', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Medical Assistant', 'to_type': 'Skill', 'to_id': 'Electronic Medical Records (EMR)', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Medical Assistant', 'to_type': 'Skill', 'to_id': 'Electrocardiography (EKG)', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Medical Assistant', 'to_type': 'Skill', 'to_id': 'Medical Records', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Medical Assistant', 'to_type': 'Skill', 'to_id': 'Injections', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Medical Assistant', 'to_type': 'Skill', 'to_id': 'Medical Office', 'type': 'REQUIRES'}]"
Medical Biller,"Medical Billing, Medical Coding, Medical Terminology, Medical Records, ICD-10, CPT Coding, Current Procedural Terminology (CPT), Electronic Medical Records (EMR), ICD-10-CM, Insurance Claims","[('Medical Billing', 'Skill'), ('Medical Coding', 'Skill'), ('Medical Terminology', 'Skill'), ('Medical Records', 'Skill'), ('ICD-10', 'Skill'), ('CPT Coding', 'Skill'), ('Current Procedural Terminology (CPT)', 'Skill'), ('Electronic Medical Records (EMR)', 'Skill'), ('ICD-10-CM', 'Skill'), ('Insurance Claims', 'Skill')]","[('Medical Biller', 'Job')]","[{'from_type': 'Job', 'from_id': 'Medical Biller', 'to_type': 'Skill', 'to_id': 'Medical Billing', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Medical Biller', 'to_type': 'Skill', 'to_id': 'Medical Coding', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Medical Biller', 'to_type': 'Skill', 'to_id': 'Medical Terminology', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Medical Biller', 'to_type': 'Skill', 'to_id': 'Medical Records', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Medical Biller', 'to_type': 'Skill', 'to_id': 'ICD-10', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Medical Biller', 'to_type': 'Skill', 'to_id': 'CPT Coding', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Medical Biller', 'to_type': 'Skill', 'to_id': 'Current Procedural Terminology (CPT)', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Medical Biller', 'to_type': 'Skill', 'to_id': 'Electronic Medical Records (EMR)', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Medical Biller', 'to_type': 'Skill', 'to_id': 'ICD-10-CM', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Medical Biller', 'to_type': 'Skill', 'to_id': 'Insurance Claims', 'type': 'REQUIRES'}]"
Medical Coder,"Medical Coding, CPT Coding, ICD-10-CM, ICD-10, Current Procedural Terminology (CPT), Medical Billing, Medical Terminology, HCPCS, Epic EHR, Electronic Medical Records (EMR)","[('Medical Coding', 'Skill'), ('CPT Coding', 'Skill'), ('ICD-10-CM', 'Skill'), ('ICD-10', 'Skill'), ('Current Procedural Terminology (CPT)', 'Skill'), ('Medical Billing', 'Skill'), ('Medical Terminology', 'Skill'), ('HCPCS', 'Skill'), ('Epic EHR', 'Skill'), ('Electronic Medical Records (EMR)', 'Skill')]","[('Medical Coder', 'Job')]","[{'from_type': 'Job', 'from_id': 'Medical Coder', 'to_type': 'Skill', 'to_id': 'Medical Coding', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Medical Coder', 'to_type': 'Skill', 'to_id': 'CPT Coding', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Medical Coder', 'to_type': 'Skill', 'to_id': 'ICD-10-CM', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Medical Coder', 'to_type': 'Skill', 'to_id': 'ICD-10', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Medical Coder', 'to_type': 'Skill', 'to_id': 'Current Procedural Terminology (CPT)', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Medical Coder', 'to_type': 'Skill', 'to_id': 'Medical Billing', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Medical Coder', 'to_type': 'Skill', 'to_id': 'Medical Terminology', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Medical Coder', 'to_type': 'Skill', 'to_id': 'HCPCS', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Medical Coder', 'to_type': 'Skill', 'to_id': 'Epic EHR', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Medical Coder', 'to_type': 'Skill', 'to_id': 'Electronic Medical Records (EMR)', 'type': 'REQUIRES'}]"
Medical Director,"Medicine, Medical Education, Primary Care, Healthcare, Healthcare Management, Internal Medicine, Medical Directors, Utilization Management, Clinical Research, Family Medicine","[('Medicine', 'Skill'), ('Medical Education', 'Skill'), ('Primary Care', 'Skill'), ('Healthcare', 'Skill'), ('Healthcare Management', 'Skill'), ('Internal Medicine', 'Skill'), ('Medical Directors', 'Skill'), ('Utilization Management', 'Skill'), ('Clinical Research', 'Skill'), ('Family Medicine', 'Skill')]","[('Medical Director', 'Job')]","[{'from_type': 'Job', 'from_id': 'Medical Director', 'to_type': 'Skill', 'to_id': 'Medicine', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Medical Director', 'to_type': 'Skill', 'to_id': 'Medical Education', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Medical Director', 'to_type': 'Skill', 'to_id': 'Primary Care', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Medical Director', 'to_type': 'Skill', 'to_id': 'Healthcare', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Medical Director', 'to_type': 'Skill', 'to_id': 'Healthcare Management', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Medical Director', 'to_type': 'Skill', 'to_id': 'Internal Medicine', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Medical Director', 'to_type': 'Skill', 'to_id': 'Medical Directors', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Medical Director', 'to_type': 'Skill', 'to_id': 'Utilization Management', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Medical Director', 'to_type': 'Skill', 'to_id': 'Clinical Research', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Medical Director', 'to_type': 'Skill', 'to_id': 'Family Medicine', 'type': 'REQUIRES'}]"
Medical Doctor,"Medicine, Internal Medicine, Primary Care, Medical Education, Healthcare, Hospital Medicine, Family Medicine, Chronic Illness, Clinical Research, Electronic Medical Records (EMR)","[('Medicine', 'Skill'), ('Internal Medicine', 'Skill'), ('Primary Care', 'Skill'), ('Medical Education', 'Skill'), ('Healthcare', 'Skill'), ('Hospital Medicine', 'Skill'), ('Family Medicine', 'Skill'), ('Chronic Illness', 'Skill'), ('Clinical Research', 'Skill'), ('Electronic Medical Records (EMR)', 'Skill')]","[('Medical Doctor', 'Job')]","[{'from_type': 'Job', 'from_id': 'Medical Doctor', 'to_type': 'Skill', 'to_id': 'Medicine', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Medical Doctor', 'to_type': 'Skill', 'to_id': 'Internal Medicine', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Medical Doctor', 'to_type': 'Skill', 'to_id': 'Primary Care', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Medical Doctor', 'to_type': 'Skill', 'to_id': 'Medical Education', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Medical Doctor', 'to_type': 'Skill', 'to_id': 'Healthcare', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Medical Doctor', 'to_type': 'Skill', 'to_id': 'Hospital Medicine', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Medical Doctor', 'to_type': 'Skill', 'to_id': 'Family Medicine', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Medical Doctor', 'to_type': 'Skill', 'to_id': 'Chronic Illness', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Medical Doctor', 'to_type': 'Skill', 'to_id': 'Clinical Research', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Medical Doctor', 'to_type': 'Skill', 'to_id': 'Electronic Medical Records (EMR)', 'type': 'REQUIRES'}]"
Medical Receptionist,"Receptionist Duties, Medical Records, Medical Office, Medical Terminology, Appointment Scheduling, Electronic Medical Records (EMR), Telephone Reception, Phone Etiquette, Data Entry, Medical Billing","[('Receptionist Duties', 'Skill'), ('Medical Records', 'Skill'), ('Medical Office', 'Skill'), ('Medical Terminology', 'Skill'), ('Appointment Scheduling', 'Skill'), ('Electronic Medical Records (EMR)', 'Skill'), ('Telephone Reception', 'Skill'), ('Phone Etiquette', 'Skill'), ('Data Entry', 'Skill'), ('Medical Billing', 'Skill')]","[('Medical Receptionist', 'Job')]","[{'from_type': 'Job', 'from_id': 'Medical Receptionist', 'to_type': 'Skill', 'to_id': 'Receptionist Duties', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Medical Receptionist', 'to_type': 'Skill', 'to_id': 'Medical Records', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Medical Receptionist', 'to_type': 'Skill', 'to_id': 'Medical Office', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Medical Receptionist', 'to_type': 'Skill', 'to_id': 'Medical Terminology', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Medical Receptionist', 'to_type': 'Skill', 'to_id': 'Appointment Scheduling', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Medical Receptionist', 'to_type': 'Skill', 'to_id': 'Electronic Medical Records (EMR)', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Medical Receptionist', 'to_type': 'Skill', 'to_id': 'Telephone Reception', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Medical Receptionist', 'to_type': 'Skill', 'to_id': 'Phone Etiquette', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Medical Receptionist', 'to_type': 'Skill', 'to_id': 'Data Entry', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Medical Receptionist', 'to_type': 'Skill', 'to_id': 'Medical Billing', 'type': 'REQUIRES'}]"
Medical Scribe,"Medical Terminology, Electronic Medical Records (EMR), Scribe, Medical Records, Typing, Epic EHR, Patient Care, Healthcare, Medical Transcription, Medical Assisting","[('Medical Terminology', 'Skill'), ('Electronic Medical Records (EMR)', 'Skill'), ('Scribe', 'Skill'), ('Medical Records', 'Skill'), ('Typing', 'Skill'), ('Epic EHR', 'Skill'), ('Patient Care', 'Skill'), ('Healthcare', 'Skill'), ('Medical Transcription', 'Skill'), ('Medical Assisting', 'Skill')]","[('Medical Scribe', 'Job')]","[{'from_type': 'Job', 'from_id': 'Medical Scribe', 'to_type': 'Skill', 'to_id': 'Medical Terminology', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Medical Scribe', 'to_type': 'Skill', 'to_id': 'Electronic Medical Records (EMR)', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Medical Scribe', 'to_type': 'Skill', 'to_id': 'Scribe', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Medical Scribe', 'to_type': 'Skill', 'to_id': 'Medical Records', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Medical Scribe', 'to_type': 'Skill', 'to_id': 'Typing', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Medical Scribe', 'to_type': 'Skill', 'to_id': 'Epic EHR', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Medical Scribe', 'to_type': 'Skill', 'to_id': 'Patient Care', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Medical Scribe', 'to_type': 'Skill', 'to_id': 'Healthcare', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Medical Scribe', 'to_type': 'Skill', 'to_id': 'Medical Transcription', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Medical Scribe', 'to_type': 'Skill', 'to_id': 'Medical Assisting', 'type': 'REQUIRES'}]"
Medical Specialist,"Healthcare, Emergency Medical Services (EMS), EMT, Medical Terminology, Medicine, Basic Life Support (BLS), Emergency Medicine, Cardiopulmonary Resuscitation (CPR), Patient Care, Medical Records","[('Healthcare', 'Skill'), ('Emergency Medical Services (EMS)', 'Skill'), ('EMT', 'Skill'), ('Medical Terminology', 'Skill'), ('Medicine', 'Skill'), ('Basic Life Support (BLS)', 'Skill'), ('Emergency Medicine', 'Skill'), ('Cardiopulmonary Resuscitation (CPR)', 'Skill'), ('Patient Care', 'Skill'), ('Medical Records', 'Skill')]","[('Medical Specialist', 'Job')]","[{'from_type': 'Job', 'from_id': 'Medical Specialist', 'to_type': 'Skill', 'to_id': 'Healthcare', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Medical Specialist', 'to_type': 'Skill', 'to_id': 'Emergency Medical Services (EMS)', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Medical Specialist', 'to_type': 'Skill', 'to_id': 'EMT', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Medical Specialist', 'to_type': 'Skill', 'to_id': 'Medical Terminology', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Medical Specialist', 'to_type': 'Skill', 'to_id': 'Medicine', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Medical Specialist', 'to_type': 'Skill', 'to_id': 'Basic Life Support (BLS)', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Medical Specialist', 'to_type': 'Skill', 'to_id': 'Emergency Medicine', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Medical Specialist', 'to_type': 'Skill', 'to_id': 'Cardiopulmonary Resuscitation (CPR)', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Medical Specialist', 'to_type': 'Skill', 'to_id': 'Patient Care', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Medical Specialist', 'to_type': 'Skill', 'to_id': 'Medical Records', 'type': 'REQUIRES'}]"
